Exp Category,State,Year,Value
Capital_Expenditure,Nagaland,1982-83,166
Capital_Expenditure,Nagaland,1983-84,215
Capital_Expenditure,Nagaland,1984-85,202
Capital_Expenditure,Nagaland,1985-86,272
Capital_Expenditure,Nagaland,1986-87,344
Capital_Expenditure,Nagaland,1987-88,436
Capital_Expenditure,Nagaland,1988-89,457
Capital_Expenditure,Nagaland,1989-90,515
Capital_Expenditure,Nagaland,1990-91,552
Capital_Expenditure,Nagaland,1991-92,648
Capital_Expenditure,Nagaland,1992-93,857
Capital_Expenditure,Nagaland,1993-94,932
Capital_Expenditure,Nagaland,1994-95,906
Capital_Expenditure,Nagaland,1995-96,1040
Capital_Expenditure,Nagaland,1996-97,1096
Capital_Expenditure,Nagaland,1997-98,1230
Capital_Expenditure,Nagaland,1998-99,1491
Capital_Expenditure,Nagaland,1999-00,1495
Capital_Expenditure,Nagaland,2000-01,1835
Capital_Expenditure,Nagaland,2001-02,2019
Capital_Expenditure,Nagaland,2002-03,1917
Capital_Expenditure,Nagaland,2003-04,2384
Capital_Expenditure,Nagaland,2004-05,2276
Capital_Expenditure,Nagaland,2005-06,2809
Capital_Expenditure,Nagaland,2006-07,3085
Capital_Expenditure,Nagaland,2007-08,3563
Capital_Expenditure,Nagaland,2008-09,3949.46
Capital_Expenditure,Nagaland,2009-10,4520.1
Capital_Expenditure,Nagaland,2010-11,5576.04
Capital_Expenditure,Nagaland,2011-12,6448.47
Capital_Expenditure,Nagaland,2012-13,7194.14
Capital_Expenditure,Nagaland,2013-14,7227.16
Capital_Expenditure,Nagaland,2014-15 (RE),9241.4
Capital_Expenditure,Nagaland,2015-16 (BE),10582.2
Capital_Expenditure,Odisha,1980-81,877
Capital_Expenditure,Odisha,1981-82,814
Capital_Expenditure,Odisha,1982-83,1191
Capital_Expenditure,Odisha,1983-84,997
Capital_Expenditure,Odisha,1984-85,1281
Capital_Expenditure,Odisha,1985-86,1410
Capital_Expenditure,Odisha,1986-87,1730
Capital_Expenditure,Odisha,1987-88,1990
Capital_Expenditure,Odisha,1988-89,2261
Capital_Expenditure,Odisha,1989-90,2475
Capital_Expenditure,Odisha,1990-91,3051
Capital_Expenditure,Odisha,1991-92,3640
Capital_Expenditure,Odisha,1992-93,3915
Capital_Expenditure,Odisha,1993-94,4456
Capital_Expenditure,Odisha,1994-95,4982
Capital_Expenditure,Odisha,1995-96,5563
Capital_Expenditure,Odisha,1996-97,6310
Capital_Expenditure,Odisha,1997-98,6854
Capital_Expenditure,Odisha,1998-99,8642
Capital_Expenditure,Odisha,1999-00,10120
Capital_Expenditure,Odisha,2000-01,11047
Capital_Expenditure,Odisha,2001-02,12065
Capital_Expenditure,Odisha,2002-03,13267
Capital_Expenditure,Odisha,2003-04,15565
Capital_Expenditure,Odisha,2004-05,15886
Capital_Expenditure,Odisha,2005-06,15746
Capital_Expenditure,Odisha,2006-07,19346
Capital_Expenditure,Odisha,2007-08,22844
Capital_Expenditure,Odisha,2008-09,30051.73
Capital_Expenditure,Odisha,2009-10,30540.64
Capital_Expenditure,Odisha,2010-11,36051.31
Capital_Expenditure,Odisha,2011-12,42105.1
Capital_Expenditure,Odisha,2012-13,47255.62
Capital_Expenditure,Odisha,2013-14,56130.92
Capital_Expenditure,Odisha,2014-15 (RE),76127.06
Capital_Expenditure,Odisha,2015-16 (BE),84487.77
Capital_Expenditure,Punjab,1980-81,817
Capital_Expenditure,Punjab,1981-82,996
Capital_Expenditure,Punjab,1982-83,1122
Capital_Expenditure,Punjab,1983-84,1434
Capital_Expenditure,Punjab,1984-85,1726
Capital_Expenditure,Punjab,1985-86,1963
Capital_Expenditure,Punjab,1986-87,1829
Capital_Expenditure,Punjab,1987-88,2623
Capital_Expenditure,Punjab,1988-89,2666
Capital_Expenditure,Punjab,1989-90,2887
Capital_Expenditure,Punjab,1990-91,3400
Capital_Expenditure,Punjab,1991-92,5012
Capital_Expenditure,Punjab,1992-93,4208
Capital_Expenditure,Punjab,1993-94,5221
Capital_Expenditure,Punjab,1994-95,7505
Capital_Expenditure,Punjab,1995-96,7004
Capital_Expenditure,Punjab,1996-97,7547
Capital_Expenditure,Punjab,1997-98,9472
Capital_Expenditure,Punjab,1998-99,10963
Capital_Expenditure,Punjab,1999-00,11980
Capital_Expenditure,Punjab,2000-01,14111
Capital_Expenditure,Punjab,2001-02,15692
Capital_Expenditure,Punjab,2002-03,17337
Capital_Expenditure,Punjab,2003-04,20335
Capital_Expenditure,Punjab,2004-05,20994
Capital_Expenditure,Punjab,2005-06,20453
Capital_Expenditure,Punjab,2006-07,26297
Capital_Expenditure,Punjab,2007-08,26519
Capital_Expenditure,Punjab,2008-09,28785.71
Capital_Expenditure,Punjab,2009-10,31307.95
Capital_Expenditure,Punjab,2010-11,37060.03
Capital_Expenditure,Punjab,2011-12,36810.32
Capital_Expenditure,Punjab,2012-13,44507.28
Capital_Expenditure,Punjab,2013-14,47656.37
Capital_Expenditure,Punjab,2014-15 (RE),56430.95
Capital_Expenditure,Punjab,2015-16 (BE),61813.86
Capital_Expenditure,Rajasthan,1980-81,1120
Capital_Expenditure,Rajasthan,1981-82,1360
Capital_Expenditure,Rajasthan,1982-83,1419
Capital_Expenditure,Rajasthan,1983-84,1585
Capital_Expenditure,Rajasthan,1984-85,1838
Capital_Expenditure,Rajasthan,1985-86,2116
Capital_Expenditure,Rajasthan,1986-87,2557
Capital_Expenditure,Rajasthan,1987-88,3384
Capital_Expenditure,Rajasthan,1988-89,3415
Capital_Expenditure,Rajasthan,1989-90,3565
Capital_Expenditure,Rajasthan,1990-91,4728
Capital_Expenditure,Rajasthan,1991-92,5810
Capital_Expenditure,Rajasthan,1992-93,6347
Capital_Expenditure,Rajasthan,1993-94,7427
Capital_Expenditure,Rajasthan,1994-95,8421
Capital_Expenditure,Rajasthan,1995-96,10907
Capital_Expenditure,Rajasthan,1996-97,10964
Capital_Expenditure,Rajasthan,1997-98,12685
Capital_Expenditure,Rajasthan,1998-99,14314
Capital_Expenditure,Rajasthan,1999-00,16256
Capital_Expenditure,Rajasthan,2000-01,17494
Capital_Expenditure,Rajasthan,2001-02,18995
Capital_Expenditure,Rajasthan,2002-03,21542
Capital_Expenditure,Rajasthan,2003-04,25869
Capital_Expenditure,Rajasthan,2004-05,28907
Capital_Expenditure,Rajasthan,2005-06,27220
Capital_Expenditure,Rajasthan,2006-07,31856
Capital_Expenditure,Rajasthan,2007-08,37757
Capital_Expenditure,Rajasthan,2008-09,42968.24
Capital_Expenditure,Rajasthan,2009-10,48749.81
Capital_Expenditure,Rajasthan,2010-11,53703.32
Capital_Expenditure,Rajasthan,2011-12,65372.08
Capital_Expenditure,Rajasthan,2012-13,81263.91
Capital_Expenditure,Rajasthan,2013-14,94101.08
Capital_Expenditure,Rajasthan,2014-15 (RE),125811.63
Capital_Expenditure,Rajasthan,2015-16 (BE),137713.39
Capital_Expenditure,Sikkim,1980-81,43
Capital_Expenditure,Sikkim,1981-82,45
Capital_Expenditure,Sikkim,1982-83,47
Capital_Expenditure,Sikkim,1983-84,67
Capital_Expenditure,Sikkim,1984-85,76
Capital_Expenditure,Sikkim,1985-86,104
Capital_Expenditure,Sikkim,1986-87,115
Capital_Expenditure,Sikkim,1987-88,139
Capital_Expenditure,Sikkim,1988-89,164
Capital_Expenditure,Sikkim,1989-90,167
Capital_Expenditure,Sikkim,1990-91,183
Capital_Expenditure,Sikkim,1991-92,228
Capital_Expenditure,Sikkim,1992-93,250
Capital_Expenditure,Sikkim,1993-94,263
Capital_Expenditure,Sikkim,1994-95,601
Capital_Expenditure,Sikkim,1995-96,993
Capital_Expenditure,Sikkim,1996-97,1241
Capital_Expenditure,Sikkim,1997-98,1394
Capital_Expenditure,Sikkim,1998-99,1621
Capital_Expenditure,Sikkim,1999-00,1620
Capital_Expenditure,Sikkim,2000-01,947
Capital_Expenditure,Sikkim,2001-02,1909
Capital_Expenditure,Sikkim,2002-03,2132
Capital_Expenditure,Sikkim,2003-04,1477
Capital_Expenditure,Sikkim,2004-05,2161
Capital_Expenditure,Sikkim,2005-06,2146
Capital_Expenditure,Sikkim,2006-07,2253
Capital_Expenditure,Sikkim,2007-08,2820
Capital_Expenditure,Sikkim,2008-09,2981.91
Capital_Expenditure,Sikkim,2009-10,3509.84
Capital_Expenditure,Sikkim,2010-11,3437.58
Capital_Expenditure,Sikkim,2011-12,3943.73
Capital_Expenditure,Sikkim,2012-13,3930.92
Capital_Expenditure,Sikkim,2013-14,4469.04
Capital_Expenditure,Sikkim,2014-15 (RE),6716.29
Capital_Expenditure,Sikkim,2015-16 (BE),5525.73
Capital_Expenditure,Tamil Nadu,1980-81,1686
Capital_Expenditure,Tamil Nadu,1981-82,2006
Capital_Expenditure,Tamil Nadu,1982-83,2292
Capital_Expenditure,Tamil Nadu,1983-84,2752
Capital_Expenditure,Tamil Nadu,1984-85,2950
Capital_Expenditure,Tamil Nadu,1985-86,3309
Capital_Expenditure,Tamil Nadu,1986-87,3612
Capital_Expenditure,Tamil Nadu,1987-88,4196
Capital_Expenditure,Tamil Nadu,1988-89,4617
Capital_Expenditure,Tamil Nadu,1989-90,5662
Capital_Expenditure,Tamil Nadu,1990-91,6621
Capital_Expenditure,Tamil Nadu,1991-92,9600
Capital_Expenditure,Tamil Nadu,1992-93,9748
Capital_Expenditure,Tamil Nadu,1993-94,10062
Capital_Expenditure,Tamil Nadu,1994-95,11432
Capital_Expenditure,Tamil Nadu,1995-96,12532
Capital_Expenditure,Tamil Nadu,1996-97,15402
Capital_Expenditure,Tamil Nadu,1997-98,17333
Capital_Expenditure,Tamil Nadu,1998-99,19880
Capital_Expenditure,Tamil Nadu,1999-00,22627
Capital_Expenditure,Tamil Nadu,2000-01,24437
Capital_Expenditure,Tamil Nadu,2001-02,24818
Capital_Expenditure,Tamil Nadu,2002-03,30156
Capital_Expenditure,Tamil Nadu,2003-04,33765
Capital_Expenditure,Tamil Nadu,2004-05,41780
Capital_Expenditure,Tamil Nadu,2005-06,38744
Capital_Expenditure,Tamil Nadu,2006-07,51147
Capital_Expenditure,Tamil Nadu,2007-08,55748
Capital_Expenditure,Tamil Nadu,2008-09,67723.09
Capital_Expenditure,Tamil Nadu,2009-10,72730.33
Capital_Expenditure,Tamil Nadu,2010-11,90881.74
Capital_Expenditure,Tamil Nadu,2011-12,109465.27
Capital_Expenditure,Tamil Nadu,2012-13,121395.9
Capital_Expenditure,Tamil Nadu,2013-14,134192.38
Capital_Expenditure,Tamil Nadu,2014-15 (RE),161424.09
Capital_Expenditure,Tamil Nadu,2015-16 (BE),182338.58
Capital_Expenditure,Telangana,1980-81,–
Capital_Expenditure,Telangana,1981-82,–
Capital_Expenditure,Telangana,1982-83,–
Capital_Expenditure,Telangana,1983-84,–
Capital_Expenditure,Telangana,1984-85,–
Capital_Expenditure,Telangana,1985-86,–
Capital_Expenditure,Telangana,1986-87,–
Capital_Expenditure,Telangana,1987-88,–
Capital_Expenditure,Telangana,1988-89,–
Capital_Expenditure,Telangana,1989-90,–
Capital_Expenditure,Telangana,1990-91,–
Capital_Expenditure,Telangana,1991-92,–
Capital_Expenditure,Telangana,1992-93,–
Capital_Expenditure,Telangana,1993-94,–
Capital_Expenditure,Telangana,1994-95,–
Capital_Expenditure,Telangana,1995-96,–
Capital_Expenditure,Telangana,1996-97,–
Capital_Expenditure,Telangana,1997-98,–
Capital_Expenditure,Telangana,1998-99,–
Capital_Expenditure,Telangana,1999-00,–
Capital_Expenditure,Telangana,2000-01,–
Capital_Expenditure,Telangana,2001-02,–
Capital_Expenditure,Telangana,2002-03,–
Capital_Expenditure,Telangana,2003-04,–
Capital_Expenditure,Telangana,2004-05,–
Capital_Expenditure,Telangana,2005-06,–
Capital_Expenditure,Telangana,2006-07,–
Capital_Expenditure,Telangana,2007-08,–
Capital_Expenditure,Telangana,2008-09,–
Capital_Expenditure,Telangana,2009-10,–
Capital_Expenditure,Telangana,2010-11,–
Capital_Expenditure,Telangana,2011-12,–
Capital_Expenditure,Telangana,2012-13,–
Capital_Expenditure,Telangana,2013-14,–
Capital_Expenditure,Telangana,2014-15 (RE),99957.97
Capital_Expenditure,Telangana,2015-16 (BE),115059.19
Capital_Expenditure,Tripura,1980-81,143
Capital_Expenditure,Tripura,1981-82,124
Capital_Expenditure,Tripura,1982-83,145
Capital_Expenditure,Tripura,1983-84,188
Capital_Expenditure,Tripura,1984-85,204
Capital_Expenditure,Tripura,1985-86,259
Capital_Expenditure,Tripura,1986-87,300
Capital_Expenditure,Tripura,1987-88,393
Capital_Expenditure,Tripura,1988-89,492
Capital_Expenditure,Tripura,1989-90,525
Capital_Expenditure,Tripura,1990-91,613
Capital_Expenditure,Tripura,1991-92,677
Capital_Expenditure,Tripura,1992-93,657
Capital_Expenditure,Tripura,1993-94,785
Capital_Expenditure,Tripura,1994-95,880
Capital_Expenditure,Tripura,1995-96,990
Capital_Expenditure,Tripura,1996-97,1179
Capital_Expenditure,Tripura,1997-98,1350
Capital_Expenditure,Tripura,1998-99,1531
Capital_Expenditure,Tripura,1999-00,1773
Capital_Expenditure,Tripura,2000-01,2135
Capital_Expenditure,Tripura,2001-02,2466
Capital_Expenditure,Tripura,2002-03,2537
Capital_Expenditure,Tripura,2003-04,2764
Capital_Expenditure,Tripura,2004-05,2984
Capital_Expenditure,Tripura,2005-06,3301
Capital_Expenditure,Tripura,2006-07,3301
Capital_Expenditure,Tripura,2007-08,3835
Capital_Expenditure,Tripura,2008-09,4511.04
Capital_Expenditure,Tripura,2009-10,5757.51
Capital_Expenditure,Tripura,2010-11,5624.33
Capital_Expenditure,Tripura,2011-12,6437.75
Capital_Expenditure,Tripura,2012-13,7027.49
Capital_Expenditure,Tripura,2013-14,7825.38
Capital_Expenditure,Tripura,2014-15 (RE),12399.45
Capital_Expenditure,Tripura,2015-16 (BE),14948.92
Capital_Expenditure,Uttar Pradesh,1980-81,2668
Capital_Expenditure,Uttar Pradesh,1981-82,2942
Capital_Expenditure,Uttar Pradesh,1982-83,3490
Capital_Expenditure,Uttar Pradesh,1983-84,4116
Capital_Expenditure,Uttar Pradesh,1984-85,5186
Capital_Expenditure,Uttar Pradesh,1985-86,5331
Capital_Expenditure,Uttar Pradesh,1986-87,6225
Capital_Expenditure,Uttar Pradesh,1987-88,6901
Capital_Expenditure,Uttar Pradesh,1988-89,8079
Capital_Expenditure,Uttar Pradesh,1989-90,9637
Capital_Expenditure,Uttar Pradesh,1990-91,12240
Capital_Expenditure,Uttar Pradesh,1991-92,13246
Capital_Expenditure,Uttar Pradesh,1992-93,16135
Capital_Expenditure,Uttar Pradesh,1993-94,16275
Capital_Expenditure,Uttar Pradesh,1994-95,21062
Capital_Expenditure,Uttar Pradesh,1995-96,20787
Capital_Expenditure,Uttar Pradesh,1996-97,23017
Capital_Expenditure,Uttar Pradesh,1997-98,26626
Capital_Expenditure,Uttar Pradesh,1998-99,31462
Capital_Expenditure,Uttar Pradesh,1999-00,34615
Capital_Expenditure,Uttar Pradesh,2000-01,36681
Capital_Expenditure,Uttar Pradesh,2001-02,38104
Capital_Expenditure,Uttar Pradesh,2002-03,42086
Capital_Expenditure,Uttar Pradesh,2003-04,69441
Capital_Expenditure,Uttar Pradesh,2004-05,59124
Capital_Expenditure,Uttar Pradesh,2005-06,59839
Capital_Expenditure,Uttar Pradesh,2006-07,74983
Capital_Expenditure,Uttar Pradesh,2007-08,87304
Capital_Expenditure,Uttar Pradesh,2008-09,104398.11
Capital_Expenditure,Uttar Pradesh,2009-10,121115.3
Capital_Expenditure,Uttar Pradesh,2010-11,134585.83
Capital_Expenditure,Uttar Pradesh,2011-12,153712.31
Capital_Expenditure,Uttar Pradesh,2012-13,173720.21
Capital_Expenditure,Uttar Pradesh,2013-14,200720.05
Capital_Expenditure,Uttar Pradesh,2014-15 (RE),262302.82
Capital_Expenditure,Uttar Pradesh,2015-16 (BE),292687.32
Capital_Expenditure,Uttarakhand,1980-81,–
Capital_Expenditure,Uttarakhand,1981-82,–
Capital_Expenditure,Uttarakhand,1982-83,–
Capital_Expenditure,Uttarakhand,1983-84,–
Capital_Expenditure,Uttarakhand,1984-85,–
Capital_Expenditure,Uttarakhand,1985-86,–
Capital_Expenditure,Uttarakhand,1986-87,–
Capital_Expenditure,Uttarakhand,1987-88,–
Capital_Expenditure,Uttarakhand,1988-89,–
Capital_Expenditure,Uttarakhand,1989-90,–
Capital_Expenditure,Uttarakhand,1990-91,–
Capital_Expenditure,Uttarakhand,1991-92,–
Capital_Expenditure,Uttarakhand,1992-93,–
Capital_Expenditure,Uttarakhand,1993-94,–
Capital_Expenditure,Uttarakhand,1994-95,–
Capital_Expenditure,Uttarakhand,1995-96,–
Capital_Expenditure,Uttarakhand,1996-97,–
Capital_Expenditure,Uttarakhand,1997-98,–
Capital_Expenditure,Uttarakhand,1998-99,–
Capital_Expenditure,Uttarakhand,1999-00,–
Capital_Expenditure,Uttarakhand,2000-01,1110
Capital_Expenditure,Uttarakhand,2001-02,3298
Capital_Expenditure,Uttarakhand,2002-03,4848
Capital_Expenditure,Uttarakhand,2003-04,6206
Capital_Expenditure,Uttarakhand,2004-05,6366
Capital_Expenditure,Uttarakhand,2005-06,7664
Capital_Expenditure,Uttarakhand,2006-07,8516
Capital_Expenditure,Uttarakhand,2007-08,9975
Capital_Expenditure,Uttarakhand,2008-09,10888.79
Capital_Expenditure,Uttarakhand,2009-10,13297.14
Capital_Expenditure,Uttarakhand,2010-11,14009.97
Capital_Expenditure,Uttarakhand,2011-12,16232.36
Capital_Expenditure,Uttarakhand,2012-13,19216.41
Capital_Expenditure,Uttarakhand,2013-14,21523.23
Capital_Expenditure,Uttarakhand,2014-15 (RE),31455.8
Capital_Expenditure,Uttarakhand,2015-16 (BE),31893.64
Capital_Expenditure,West Bengal,1980-81,1552
Capital_Expenditure,West Bengal,1981-82,1838
Capital_Expenditure,West Bengal,1982-83,2072
Capital_Expenditure,West Bengal,1983-84,2181
Capital_Expenditure,West Bengal,1984-85,2738
Capital_Expenditure,West Bengal,1985-86,2974
Capital_Expenditure,West Bengal,1986-87,3508
Capital_Expenditure,West Bengal,1987-88,3941
Capital_Expenditure,West Bengal,1988-89,4279
Capital_Expenditure,West Bengal,1989-90,4883
Capital_Expenditure,West Bengal,1990-91,6028
Capital_Expenditure,West Bengal,1991-92,6191
Capital_Expenditure,West Bengal,1992-93,6646
Capital_Expenditure,West Bengal,1993-94,7973
Capital_Expenditure,West Bengal,1994-95,9283
Capital_Expenditure,West Bengal,1995-96,10509
Capital_Expenditure,West Bengal,1996-97,13032
Capital_Expenditure,West Bengal,1997-98,13557
Capital_Expenditure,West Bengal,1998-99,17153
Capital_Expenditure,West Bengal,1999-00,22677
Capital_Expenditure,West Bengal,2000-01,26741
Capital_Expenditure,West Bengal,2001-02,28079
Capital_Expenditure,West Bengal,2002-03,27716
Capital_Expenditure,West Bengal,2003-04,38421
Capital_Expenditure,West Bengal,2004-05,33494
Capital_Expenditure,West Bengal,2005-06,40587
Capital_Expenditure,West Bengal,2006-07,41203
Capital_Expenditure,West Bengal,2007-08,46644
Capital_Expenditure,West Bengal,2008-09,60933.12
Capital_Expenditure,West Bengal,2009-10,68134.03
Capital_Expenditure,West Bengal,2010-11,72962.17
Capital_Expenditure,West Bengal,2011-12,83830.88
Capital_Expenditure,West Bengal,2012-13,95357.5
Capital_Expenditure,West Bengal,2013-14,108513.39
Capital_Expenditure,West Bengal,2014-15 (RE),129647.46
Capital_Expenditure,West Bengal,2015-16 (BE),138374
Capital_Expenditure,Delhi,1980-81,–
Capital_Expenditure,Delhi,1981-82,–
Capital_Expenditure,Delhi,1982-83,–
Capital_Expenditure,Delhi,1983-84,–
Capital_Expenditure,Delhi,1984-85,–
Capital_Expenditure,Delhi,1985-86,–
Capital_Expenditure,Delhi,1986-87,–
Capital_Expenditure,Delhi,1987-88,–
Capital_Expenditure,Delhi,1988-89,–
Capital_Expenditure,Delhi,1989-90,–
Capital_Expenditure,Delhi,1990-91,–
Capital_Expenditure,Delhi,1991-92,–
Capital_Expenditure,Delhi,1992-93,–
Capital_Expenditure,Delhi,1993-94,800
Capital_Expenditure,Delhi,1994-95,2407
Capital_Expenditure,Delhi,1995-96,2952
Capital_Expenditure,Delhi,1996-97,3515
Capital_Expenditure,Delhi,1997-98,4211
Capital_Expenditure,Delhi,1998-99,4943
Capital_Expenditure,Delhi,1999-00,5912
Capital_Expenditure,Delhi,2000-01,7362
Capital_Expenditure,Delhi,2001-02,8631
Capital_Expenditure,Delhi,2002-03,10214
Capital_Expenditure,Delhi,2003-04,11720
Capital_Expenditure,Delhi,2004-05,12875
Capital_Expenditure,Delhi,2005-06,11142
Capital_Expenditure,Delhi,2006-07,12966
Capital_Expenditure,Delhi,2007-08,18160
Capital_Expenditure,Delhi,2008-09,20361.3
Capital_Expenditure,Delhi,2009-10,24925.92
Capital_Expenditure,Delhi,2010-11,25524.32
Capital_Expenditure,Delhi,2011-12,26402.43
Capital_Expenditure,Delhi,2012-13,29858.81
Capital_Expenditure,Delhi,2013-14,34051.6
Capital_Expenditure,Delhi,2014-15 (RE),34790
Capital_Expenditure,Delhi,2015-16 (BE),41129
Capital_Expenditure,Puducherry,1980-81,–
Capital_Expenditure,Puducherry,1981-82,–
Capital_Expenditure,Puducherry,1982-83,–
Capital_Expenditure,Puducherry,1983-84,–
Capital_Expenditure,Puducherry,1984-85,–
Capital_Expenditure,Puducherry,1985-86,–
Capital_Expenditure,Puducherry,1986-87,–
Capital_Expenditure,Puducherry,1987-88,–
Capital_Expenditure,Puducherry,1988-89,–
Capital_Expenditure,Puducherry,1989-90,–
Capital_Expenditure,Puducherry,1990-91,–
Capital_Expenditure,Puducherry,1991-92,–
Capital_Expenditure,Puducherry,1992-93,–
Capital_Expenditure,Puducherry,1993-94,–
Capital_Expenditure,Puducherry,1994-95,–
Capital_Expenditure,Puducherry,1995-96,–
Capital_Expenditure,Puducherry,1996-97,–
Capital_Expenditure,Puducherry,1997-98,–
Capital_Expenditure,Puducherry,1998-99,–
Capital_Expenditure,Puducherry,1999-00,–
Capital_Expenditure,Puducherry,2000-01,–
Capital_Expenditure,Puducherry,2001-02,–
Capital_Expenditure,Puducherry,2002-03,–
Capital_Expenditure,Puducherry,2003-04,–
Capital_Expenditure,Puducherry,2004-05,–
Capital_Expenditure,Puducherry,2005-06,2173
Capital_Expenditure,Puducherry,2006-07,2387
Capital_Expenditure,Puducherry,2007-08,2588
Capital_Expenditure,Puducherry,2008-09,2956.6
Capital_Expenditure,Puducherry,2009-10,3585.83
Capital_Expenditure,Puducherry,2010-11,4060.98
Capital_Expenditure,Puducherry,2011-12,3756.01
Capital_Expenditure,Puducherry,2012-13,3556.17
Capital_Expenditure,Puducherry,2013-14,5050.33
Capital_Expenditure,Puducherry,2014-15 (RE),5917.99
Capital_Expenditure,Puducherry,2015-16 (BE),6431
Exp Category,State,Year,Value
Gross_Fiscal_Deficits,Andhra Pradesh ,1980-81,1610
Gross_Fiscal_Deficits,Andhra Pradesh ,1981-82,1831
Gross_Fiscal_Deficits,Andhra Pradesh ,1982-83,1933
Gross_Fiscal_Deficits,Andhra Pradesh ,1983-84,2588
Gross_Fiscal_Deficits,Andhra Pradesh ,1984-85,3119
Gross_Fiscal_Deficits,Andhra Pradesh ,1985-86,3413
Gross_Fiscal_Deficits,Andhra Pradesh ,1986-87,4068
Gross_Fiscal_Deficits,Andhra Pradesh ,1987-88,4294
Gross_Fiscal_Deficits,Andhra Pradesh ,1988-89,5223
Gross_Fiscal_Deficits,Andhra Pradesh ,1989-90,5768
Gross_Fiscal_Deficits,Andhra Pradesh ,1990-91,6581
Gross_Fiscal_Deficits,Andhra Pradesh ,1991-92,7758
Gross_Fiscal_Deficits,Andhra Pradesh ,1992-93,8984
Gross_Fiscal_Deficits,Andhra Pradesh ,1993-94,10541
Gross_Fiscal_Deficits,Andhra Pradesh ,1994-95,12459
Gross_Fiscal_Deficits,Andhra Pradesh ,1995-96,14301
Gross_Fiscal_Deficits,Andhra Pradesh ,1996-97,16265
Gross_Fiscal_Deficits,Andhra Pradesh ,1997-98,17745
Gross_Fiscal_Deficits,Andhra Pradesh ,1998-99,21958
Gross_Fiscal_Deficits,Andhra Pradesh ,1999-00,22767
Gross_Fiscal_Deficits,Andhra Pradesh ,2000-01,28119
Gross_Fiscal_Deficits,Andhra Pradesh ,2001-02,31074
Gross_Fiscal_Deficits,Andhra Pradesh ,2002-03,34373
Gross_Fiscal_Deficits,Andhra Pradesh ,2003-04,40120
Gross_Fiscal_Deficits,Andhra Pradesh ,2004-05,47153
Gross_Fiscal_Deficits,Andhra Pradesh ,2005-06,48306
Gross_Fiscal_Deficits,Andhra Pradesh ,2006-07,56648
Gross_Fiscal_Deficits,Andhra Pradesh ,2007-08,74875
Gross_Fiscal_Deficits,Andhra Pradesh ,2008-09,80803.89
Gross_Fiscal_Deficits,Andhra Pradesh ,2009-10,85074.79
Gross_Fiscal_Deficits,Andhra Pradesh ,2010-11,100635.64
Gross_Fiscal_Deficits,Andhra Pradesh ,2011-12,115881.55
Gross_Fiscal_Deficits,Andhra Pradesh ,2012-13,129440.92
Gross_Fiscal_Deficits,Andhra Pradesh ,2013-14,136629.27
Gross_Fiscal_Deficits,Andhra Pradesh ,2014-15 (RE),111067.46
Gross_Fiscal_Deficits,Andhra Pradesh ,2015-16 (BE),112048.99
Gross_Fiscal_Deficits,Arunachal Pradesh,1980-81,–
Gross_Fiscal_Deficits,Arunachal Pradesh,1981-82,–
Gross_Fiscal_Deficits,Arunachal Pradesh,1982-83,–
Gross_Fiscal_Deficits,Arunachal Pradesh,1983-84,–
Gross_Fiscal_Deficits,Arunachal Pradesh,1984-85,–
Gross_Fiscal_Deficits,Arunachal Pradesh,1985-86,–
Gross_Fiscal_Deficits,Arunachal Pradesh,1986-87,251
Gross_Fiscal_Deficits,Arunachal Pradesh,1987-88,348
Gross_Fiscal_Deficits,Arunachal Pradesh,1988-89,326
Gross_Fiscal_Deficits,Arunachal Pradesh,1989-90,392
Gross_Fiscal_Deficits,Arunachal Pradesh,1990-91,398
Gross_Fiscal_Deficits,Arunachal Pradesh,1991-92,443
Gross_Fiscal_Deficits,Arunachal Pradesh,1992-93,503
Gross_Fiscal_Deficits,Arunachal Pradesh,1993-94,575
Gross_Fiscal_Deficits,Arunachal Pradesh,1994-95,691
Gross_Fiscal_Deficits,Arunachal Pradesh,1995-96,803
Gross_Fiscal_Deficits,Arunachal Pradesh,1996-97,891
Gross_Fiscal_Deficits,Arunachal Pradesh,1997-98,972
Gross_Fiscal_Deficits,Arunachal Pradesh,1998-99,1004
Gross_Fiscal_Deficits,Arunachal Pradesh,1999-00,1098
Gross_Fiscal_Deficits,Arunachal Pradesh,2000-01,1206
Gross_Fiscal_Deficits,Arunachal Pradesh,2001-02,1381
Gross_Fiscal_Deficits,Arunachal Pradesh,2002-03,1363
Gross_Fiscal_Deficits,Arunachal Pradesh,2003-04,2192
Gross_Fiscal_Deficits,Arunachal Pradesh,2004-05,2085
Gross_Fiscal_Deficits,Arunachal Pradesh,2005-06,2437
Gross_Fiscal_Deficits,Arunachal Pradesh,2006-07,2786
Gross_Fiscal_Deficits,Arunachal Pradesh,2007-08,3068
Gross_Fiscal_Deficits,Arunachal Pradesh,2008-09,4272.59
Gross_Fiscal_Deficits,Arunachal Pradesh,2009-10,5236.62
Gross_Fiscal_Deficits,Arunachal Pradesh,2010-11,5579.12
Gross_Fiscal_Deficits,Arunachal Pradesh,2011-12,6665.17
Gross_Fiscal_Deficits,Arunachal Pradesh,2012-13,6353.56
Gross_Fiscal_Deficits,Arunachal Pradesh,2013-14,7781.63
Gross_Fiscal_Deficits,Arunachal Pradesh,2014-15 (RE),11482.51
