Exp Category,State,Year,Value
Nominal_GSDP_Series,Mizoram,2007-08,2559
Nominal_GSDP_Series,Mizoram,2008-09,2868.54
Nominal_GSDP_Series,Mizoram,2009-10,3529.02
Nominal_GSDP_Series,Mizoram,2010-11,4139.5
Nominal_GSDP_Series,Mizoram,2011-12,5638.11
Nominal_GSDP_Series,Mizoram,2012-13,5335.5
Nominal_GSDP_Series,Mizoram,2013-14,5635.93
Nominal_GSDP_Series,Mizoram,2014-15 (RE),7523.22
Nominal_GSDP_Series,Mizoram,2015-16 (BE),7576.53
Nominal_GSDP_Series,Nagaland,1980-81,164
Nominal_GSDP_Series,Nagaland,1981-82,132
Nominal_GSDP_Series,Nagaland,1982-83,166
Nominal_GSDP_Series,Nagaland,1983-84,215
Nominal_GSDP_Series,Nagaland,1984-85,202
Nominal_GSDP_Series,Nagaland,1985-86,272
Nominal_GSDP_Series,Nagaland,1986-87,344
Nominal_GSDP_Series,Nagaland,1987-88,436
Nominal_GSDP_Series,Nagaland,1988-89,457
Nominal_GSDP_Series,Nagaland,1989-90,515
Nominal_GSDP_Series,Nagaland,1990-91,552
Nominal_GSDP_Series,Nagaland,1991-92,648
Nominal_GSDP_Series,Nagaland,1992-93,857
Nominal_GSDP_Series,Nagaland,1993-94,932
Nominal_GSDP_Series,Nagaland,1994-95,906
Nominal_GSDP_Series,Nagaland,1995-96,1040
Nominal_GSDP_Series,Nagaland,1996-97,1096
Nominal_GSDP_Series,Nagaland,1997-98,1230
Nominal_GSDP_Series,Nagaland,1998-99,1491
Nominal_GSDP_Series,Nagaland,1999-00,1495
Nominal_GSDP_Series,Nagaland,2000-01,1835
Nominal_GSDP_Series,Nagaland,2001-02,2019
Nominal_GSDP_Series,Nagaland,2002-03,1917
Nominal_GSDP_Series,Nagaland,2003-04,2384
Nominal_GSDP_Series,Nagaland,2004-05,2276
Nominal_GSDP_Series,Nagaland,2005-06,2809
Nominal_GSDP_Series,Nagaland,2006-07,3085
Nominal_GSDP_Series,Nagaland,2007-08,3563
Nominal_GSDP_Series,Nagaland,2008-09,3949.46
Nominal_GSDP_Series,Nagaland,2009-10,4520.1
Nominal_GSDP_Series,Nagaland,2010-11,5576.04
Nominal_GSDP_Series,Nagaland,2011-12,6448.47
Nominal_GSDP_Series,Nagaland,2012-13,7194.14
Nominal_GSDP_Series,Nagaland,2013-14,7227.16
Nominal_GSDP_Series,Nagaland,2014-15 (RE),9241.4
Nominal_GSDP_Series,Nagaland,2015-16 (BE),10582.2
Nominal_GSDP_Series,Odisha,1980-81,877
Nominal_GSDP_Series,Odisha,1981-82,814
Nominal_GSDP_Series,Odisha,1982-83,1191
Nominal_GSDP_Series,Odisha,1983-84,997
Nominal_GSDP_Series,Odisha,1984-85,1281
Nominal_GSDP_Series,Odisha,1985-86,1410
Nominal_GSDP_Series,Odisha,1986-87,1730
Nominal_GSDP_Series,Odisha,1987-88,1990
Nominal_GSDP_Series,Odisha,1988-89,2261
Nominal_GSDP_Series,Odisha,1989-90,2475
Nominal_GSDP_Series,Odisha,1990-91,3051
Nominal_GSDP_Series,Odisha,1991-92,3640
Nominal_GSDP_Series,Odisha,1992-93,3915
Nominal_GSDP_Series,Odisha,1993-94,4456
Nominal_GSDP_Series,Odisha,1994-95,4982
Nominal_GSDP_Series,Odisha,1995-96,5563
Nominal_GSDP_Series,Odisha,1996-97,6310
Nominal_GSDP_Series,Odisha,1997-98,6854
Nominal_GSDP_Series,Odisha,1998-99,8642
Nominal_GSDP_Series,Odisha,1999-00,10120
Nominal_GSDP_Series,Odisha,2000-01,11047
Nominal_GSDP_Series,Odisha,2001-02,12065
Nominal_GSDP_Series,Odisha,2002-03,13267
Nominal_GSDP_Series,Odisha,2003-04,15565
Nominal_GSDP_Series,Odisha,2004-05,15886
Nominal_GSDP_Series,Odisha,2005-06,15746
Nominal_GSDP_Series,Odisha,2006-07,19346
Nominal_GSDP_Series,Odisha,2007-08,22844
Nominal_GSDP_Series,Odisha,2008-09,30051.73
Nominal_GSDP_Series,Odisha,2009-10,30540.64
Nominal_GSDP_Series,Odisha,2010-11,36051.31
Nominal_GSDP_Series,Odisha,2011-12,42105.1
Nominal_GSDP_Series,Odisha,2012-13,47255.62
Nominal_GSDP_Series,Odisha,2013-14,56130.92
Nominal_GSDP_Series,Odisha,2014-15 (RE),76127.06
Nominal_GSDP_Series,Odisha,2015-16 (BE),84487.77
Nominal_GSDP_Series,Punjab,1980-81,817
Nominal_GSDP_Series,Punjab,1981-82,996
Nominal_GSDP_Series,Punjab,1982-83,1122
Nominal_GSDP_Series,Punjab,1983-84,1434
Nominal_GSDP_Series,Punjab,1984-85,1726
Nominal_GSDP_Series,Punjab,1985-86,1963
Nominal_GSDP_Series,Punjab,1986-87,1829
Nominal_GSDP_Series,Punjab,1987-88,2623
Nominal_GSDP_Series,Punjab,1988-89,2666
Nominal_GSDP_Series,Punjab,1989-90,2887
Nominal_GSDP_Series,Punjab,1990-91,3400
Nominal_GSDP_Series,Punjab,1991-92,5012
Nominal_GSDP_Series,Punjab,1992-93,4208
Nominal_GSDP_Series,Punjab,1993-94,5221
Nominal_GSDP_Series,Punjab,1994-95,7505
Nominal_GSDP_Series,Punjab,1995-96,7004
Nominal_GSDP_Series,Punjab,1996-97,7547
Nominal_GSDP_Series,Punjab,1997-98,9472
Nominal_GSDP_Series,Punjab,1998-99,10963
Nominal_GSDP_Series,Punjab,1999-00,11980
Nominal_GSDP_Series,Punjab,2000-01,14111
Nominal_GSDP_Series,Punjab,2001-02,15692
Nominal_GSDP_Series,Punjab,2002-03,17337
Nominal_GSDP_Series,Punjab,2003-04,20335
Nominal_GSDP_Series,Punjab,2004-05,20994
Nominal_GSDP_Series,Punjab,2005-06,20453
Nominal_GSDP_Series,Punjab,2006-07,26297
Nominal_GSDP_Series,Punjab,2007-08,26519
Nominal_GSDP_Series,Punjab,2008-09,28785.71
Nominal_GSDP_Series,Punjab,2009-10,31307.95
Nominal_GSDP_Series,Punjab,2010-11,37060.03
Nominal_GSDP_Series,Punjab,2011-12,36810.32
Nominal_GSDP_Series,Punjab,2012-13,44507.28
Nominal_GSDP_Series,Punjab,2013-14,47656.37
Nominal_GSDP_Series,Punjab,2014-15 (RE),56430.95
Nominal_GSDP_Series,Punjab,2015-16 (BE),61813.86
Nominal_GSDP_Series,Rajasthan,1980-81,1120
Nominal_GSDP_Series,Rajasthan,1981-82,1360
Nominal_GSDP_Series,Rajasthan,1982-83,1419
Nominal_GSDP_Series,Rajasthan,1983-84,1585
Nominal_GSDP_Series,Rajasthan,1984-85,1838
Nominal_GSDP_Series,Rajasthan,1985-86,2116
Nominal_GSDP_Series,Rajasthan,1986-87,2557
Nominal_GSDP_Series,Rajasthan,1987-88,3384
Nominal_GSDP_Series,Rajasthan,1988-89,3415
Nominal_GSDP_Series,Rajasthan,1989-90,3565
Nominal_GSDP_Series,Rajasthan,1990-91,4728
Nominal_GSDP_Series,Rajasthan,1991-92,5810
Nominal_GSDP_Series,Rajasthan,1992-93,6347
Nominal_GSDP_Series,Rajasthan,1993-94,7427
Nominal_GSDP_Series,Rajasthan,1994-95,8421
Nominal_GSDP_Series,Rajasthan,1995-96,10907
Nominal_GSDP_Series,Rajasthan,1996-97,10964
Nominal_GSDP_Series,Rajasthan,1997-98,12685
Nominal_GSDP_Series,Rajasthan,1998-99,14314
Nominal_GSDP_Series,Rajasthan,1999-00,16256
Nominal_GSDP_Series,Rajasthan,2000-01,17494
Nominal_GSDP_Series,Rajasthan,2001-02,18995
Nominal_GSDP_Series,Rajasthan,2002-03,21542
Nominal_GSDP_Series,Rajasthan,2003-04,25869
Nominal_GSDP_Series,Rajasthan,2004-05,28907
Nominal_GSDP_Series,Rajasthan,2005-06,27220
Nominal_GSDP_Series,Rajasthan,2006-07,31856
Nominal_GSDP_Series,Rajasthan,2007-08,37757
Nominal_GSDP_Series,Rajasthan,2008-09,42968.24
Nominal_GSDP_Series,Rajasthan,2009-10,48749.81
Nominal_GSDP_Series,Rajasthan,2010-11,53703.32
Nominal_GSDP_Series,Rajasthan,2011-12,65372.08
Nominal_GSDP_Series,Rajasthan,2012-13,81263.91
Nominal_GSDP_Series,Rajasthan,2013-14,94101.08
Nominal_GSDP_Series,Rajasthan,2014-15 (RE),125811.63
Nominal_GSDP_Series,Rajasthan,2015-16 (BE),137713.39
Nominal_GSDP_Series,Sikkim,1980-81,43
Nominal_GSDP_Series,Sikkim,1981-82,45
Nominal_GSDP_Series,Sikkim,1982-83,47
Nominal_GSDP_Series,Sikkim,1983-84,67
Nominal_GSDP_Series,Sikkim,1984-85,76
Nominal_GSDP_Series,Sikkim,1985-86,104
Nominal_GSDP_Series,Sikkim,1986-87,115
Nominal_GSDP_Series,Sikkim,1987-88,139
Nominal_GSDP_Series,Sikkim,1988-89,164
Nominal_GSDP_Series,Sikkim,1989-90,167
Nominal_GSDP_Series,Sikkim,1990-91,183
Nominal_GSDP_Series,Sikkim,1991-92,228
Nominal_GSDP_Series,Sikkim,1992-93,250
Nominal_GSDP_Series,Sikkim,1993-94,263
Nominal_GSDP_Series,Sikkim,1994-95,601
Nominal_GSDP_Series,Sikkim,1995-96,993
Nominal_GSDP_Series,Sikkim,1996-97,1241
Nominal_GSDP_Series,Sikkim,1997-98,1394
Nominal_GSDP_Series,Sikkim,1998-99,1621
Nominal_GSDP_Series,Sikkim,1999-00,1620
Nominal_GSDP_Series,Sikkim,2000-01,947
Nominal_GSDP_Series,Sikkim,2001-02,1909
Nominal_GSDP_Series,Sikkim,2002-03,2132
Nominal_GSDP_Series,Sikkim,2003-04,1477
Nominal_GSDP_Series,Sikkim,2004-05,2161
Nominal_GSDP_Series,Sikkim,2005-06,2146
Nominal_GSDP_Series,Sikkim,2006-07,2253
Nominal_GSDP_Series,Sikkim,2007-08,2820
Nominal_GSDP_Series,Sikkim,2008-09,2981.91
Nominal_GSDP_Series,Sikkim,2009-10,3509.84
Nominal_GSDP_Series,Sikkim,2010-11,3437.58
Nominal_GSDP_Series,Sikkim,2011-12,3943.73
Nominal_GSDP_Series,Sikkim,2012-13,3930.92
Nominal_GSDP_Series,Sikkim,2013-14,4469.04
Nominal_GSDP_Series,Sikkim,2014-15 (RE),6716.29
Nominal_GSDP_Series,Sikkim,2015-16 (BE),5525.73
Nominal_GSDP_Series,Tamil Nadu,1980-81,1686
Nominal_GSDP_Series,Tamil Nadu,1981-82,2006
Nominal_GSDP_Series,Tamil Nadu,1982-83,2292
Nominal_GSDP_Series,Tamil Nadu,1983-84,2752
Nominal_GSDP_Series,Tamil Nadu,1984-85,2950
Nominal_GSDP_Series,Tamil Nadu,1985-86,3309
Nominal_GSDP_Series,Tamil Nadu,1986-87,3612
Nominal_GSDP_Series,Tamil Nadu,1987-88,4196
Nominal_GSDP_Series,Tamil Nadu,1988-89,4617
Nominal_GSDP_Series,Tamil Nadu,1989-90,5662
Nominal_GSDP_Series,Tamil Nadu,1990-91,6621
Nominal_GSDP_Series,Tamil Nadu,1991-92,9600
Nominal_GSDP_Series,Tamil Nadu,1992-93,9748
Nominal_GSDP_Series,Tamil Nadu,1993-94,10062
Nominal_GSDP_Series,Tamil Nadu,1994-95,11432
Nominal_GSDP_Series,Tamil Nadu,1995-96,12532
Nominal_GSDP_Series,Tamil Nadu,1996-97,15402
Nominal_GSDP_Series,Tamil Nadu,1997-98,17333
Nominal_GSDP_Series,Tamil Nadu,1998-99,19880
Nominal_GSDP_Series,Tamil Nadu,1999-00,22627
Nominal_GSDP_Series,Tamil Nadu,2000-01,24437
Nominal_GSDP_Series,Tamil Nadu,2001-02,24818
Nominal_GSDP_Series,Tamil Nadu,2002-03,30156
Nominal_GSDP_Series,Tamil Nadu,2003-04,33765
Nominal_GSDP_Series,Tamil Nadu,2004-05,41780
Nominal_GSDP_Series,Tamil Nadu,2005-06,38744
Nominal_GSDP_Series,Tamil Nadu,2006-07,51147
Nominal_GSDP_Series,Tamil Nadu,2007-08,55748
Nominal_GSDP_Series,Tamil Nadu,2008-09,67723.09
Nominal_GSDP_Series,Tamil Nadu,2009-10,72730.33
Nominal_GSDP_Series,Tamil Nadu,2010-11,90881.74
Nominal_GSDP_Series,Tamil Nadu,2011-12,109465.27
Nominal_GSDP_Series,Tamil Nadu,2012-13,121395.9
Nominal_GSDP_Series,Tamil Nadu,2013-14,134192.38
Nominal_GSDP_Series,Tamil Nadu,2014-15 (RE),161424.09
Nominal_GSDP_Series,Tamil Nadu,2015-16 (BE),182338.58
Nominal_GSDP_Series,Telangana,1980-81,–
Nominal_GSDP_Series,Telangana,1981-82,–
Nominal_GSDP_Series,Telangana,1982-83,–
Nominal_GSDP_Series,Telangana,1983-84,–
Nominal_GSDP_Series,Telangana,1984-85,–
Nominal_GSDP_Series,Telangana,1985-86,–
Nominal_GSDP_Series,Telangana,1986-87,–
Nominal_GSDP_Series,Telangana,1987-88,–
Nominal_GSDP_Series,Telangana,1988-89,–
Nominal_GSDP_Series,Telangana,1989-90,–
Nominal_GSDP_Series,Telangana,1990-91,–
Nominal_GSDP_Series,Telangana,1991-92,–
Nominal_GSDP_Series,Telangana,1992-93,–
Nominal_GSDP_Series,Telangana,1993-94,–
Nominal_GSDP_Series,Telangana,1994-95,–
Nominal_GSDP_Series,Telangana,1995-96,–
Nominal_GSDP_Series,Telangana,1996-97,–
Nominal_GSDP_Series,Telangana,1997-98,–
Nominal_GSDP_Series,Telangana,1998-99,–
Nominal_GSDP_Series,Telangana,1999-00,–
Nominal_GSDP_Series,Telangana,2000-01,–
Nominal_GSDP_Series,Telangana,2001-02,–
Nominal_GSDP_Series,Telangana,2002-03,–
Nominal_GSDP_Series,Telangana,2003-04,–
Nominal_GSDP_Series,Telangana,2004-05,–
Nominal_GSDP_Series,Telangana,2005-06,–
Nominal_GSDP_Series,Telangana,2006-07,–
Nominal_GSDP_Series,Telangana,2007-08,–
Nominal_GSDP_Series,Telangana,2008-09,–
Nominal_GSDP_Series,Telangana,2009-10,–
Nominal_GSDP_Series,Telangana,2010-11,–
Nominal_GSDP_Series,Telangana,2011-12,–
Nominal_GSDP_Series,Telangana,2012-13,–
Nominal_GSDP_Series,Telangana,2013-14,–
Nominal_GSDP_Series,Telangana,2014-15 (RE),99957.97
Nominal_GSDP_Series,Telangana,2015-16 (BE),115059.19
Nominal_GSDP_Series,Tripura,1980-81,143
Nominal_GSDP_Series,Tripura,1981-82,124
Nominal_GSDP_Series,Tripura,1982-83,145
Nominal_GSDP_Series,Tripura,1983-84,188
Nominal_GSDP_Series,Tripura,1984-85,204
Nominal_GSDP_Series,Tripura,1985-86,259
Nominal_GSDP_Series,Tripura,1986-87,300
Nominal_GSDP_Series,Tripura,1987-88,393
Nominal_GSDP_Series,Tripura,1988-89,492
Nominal_GSDP_Series,Tripura,1989-90,525
Nominal_GSDP_Series,Tripura,1990-91,613
Nominal_GSDP_Series,Tripura,1991-92,677
Nominal_GSDP_Series,Tripura,1992-93,657
Nominal_GSDP_Series,Tripura,1993-94,785
Nominal_GSDP_Series,Tripura,1994-95,880
Nominal_GSDP_Series,Tripura,1995-96,990
Nominal_GSDP_Series,Tripura,1996-97,1179
Nominal_GSDP_Series,Tripura,1997-98,1350
Nominal_GSDP_Series,Tripura,1998-99,1531
Nominal_GSDP_Series,Tripura,1999-00,1773
Nominal_GSDP_Series,Tripura,2000-01,2135
Nominal_GSDP_Series,Tripura,2001-02,2466
Nominal_GSDP_Series,Tripura,2002-03,2537
Nominal_GSDP_Series,Tripura,2003-04,2764
Nominal_GSDP_Series,Tripura,2004-05,2984
Nominal_GSDP_Series,Tripura,2005-06,3301
Nominal_GSDP_Series,Tripura,2006-07,3301
Nominal_GSDP_Series,Tripura,2007-08,3835
Nominal_GSDP_Series,Tripura,2008-09,4511.04
Nominal_GSDP_Series,Tripura,2009-10,5757.51
Nominal_GSDP_Series,Tripura,2010-11,5624.33
Nominal_GSDP_Series,Tripura,2011-12,6437.75
Nominal_GSDP_Series,Tripura,2012-13,7027.49
Nominal_GSDP_Series,Tripura,2013-14,7825.38
Nominal_GSDP_Series,Tripura,2014-15 (RE),12399.45
Nominal_GSDP_Series,Tripura,2015-16 (BE),14948.92
Nominal_GSDP_Series,Uttar Pradesh,1980-81,2668
Nominal_GSDP_Series,Uttar Pradesh,1981-82,2942
Nominal_GSDP_Series,Uttar Pradesh,1982-83,3490
Nominal_GSDP_Series,Uttar Pradesh,1983-84,4116
Nominal_GSDP_Series,Uttar Pradesh,1984-85,5186
Nominal_GSDP_Series,Uttar Pradesh,1985-86,5331
Nominal_GSDP_Series,Uttar Pradesh,1986-87,6225
Nominal_GSDP_Series,Uttar Pradesh,1987-88,6901
Nominal_GSDP_Series,Uttar Pradesh,1988-89,8079
Nominal_GSDP_Series,Uttar Pradesh,1989-90,9637
Nominal_GSDP_Series,Uttar Pradesh,1990-91,12240
Nominal_GSDP_Series,Uttar Pradesh,1991-92,13246
Nominal_GSDP_Series,Uttar Pradesh,1992-93,16135
Nominal_GSDP_Series,Uttar Pradesh,1993-94,16275
Nominal_GSDP_Series,Uttar Pradesh,1994-95,21062
Nominal_GSDP_Series,Uttar Pradesh,1995-96,20787
Nominal_GSDP_Series,Uttar Pradesh,1996-97,23017
Nominal_GSDP_Series,Uttar Pradesh,1997-98,26626
Nominal_GSDP_Series,Uttar Pradesh,1998-99,31462
Nominal_GSDP_Series,Uttar Pradesh,1999-00,34615
Nominal_GSDP_Series,Uttar Pradesh,2000-01,36681
Nominal_GSDP_Series,Uttar Pradesh,2001-02,38104
Nominal_GSDP_Series,Uttar Pradesh,2002-03,42086
Nominal_GSDP_Series,Uttar Pradesh,2003-04,69441
Nominal_GSDP_Series,Uttar Pradesh,2004-05,59124
Nominal_GSDP_Series,Uttar Pradesh,2005-06,59839
Nominal_GSDP_Series,Uttar Pradesh,2006-07,74983
Nominal_GSDP_Series,Uttar Pradesh,2007-08,87304
Nominal_GSDP_Series,Uttar Pradesh,2008-09,104398.11
Nominal_GSDP_Series,Uttar Pradesh,2009-10,121115.3
Nominal_GSDP_Series,Uttar Pradesh,2010-11,134585.83
Nominal_GSDP_Series,Uttar Pradesh,2011-12,153712.31
Nominal_GSDP_Series,Uttar Pradesh,2012-13,173720.21
Nominal_GSDP_Series,Uttar Pradesh,2013-14,200720.05
Nominal_GSDP_Series,Uttar Pradesh,2014-15 (RE),262302.82
Nominal_GSDP_Series,Uttar Pradesh,2015-16 (BE),292687.32
Nominal_GSDP_Series,Uttarakhand,1980-81,–
Nominal_GSDP_Series,Uttarakhand,1981-82,–
Nominal_GSDP_Series,Uttarakhand,1982-83,–
Nominal_GSDP_Series,Uttarakhand,1983-84,–
Nominal_GSDP_Series,Uttarakhand,1984-85,–
Nominal_GSDP_Series,Uttarakhand,1985-86,–
Nominal_GSDP_Series,Uttarakhand,1986-87,–
Nominal_GSDP_Series,Uttarakhand,1987-88,–
Nominal_GSDP_Series,Uttarakhand,1988-89,–
Nominal_GSDP_Series,Uttarakhand,1989-90,–
Nominal_GSDP_Series,Uttarakhand,1990-91,–
Nominal_GSDP_Series,Uttarakhand,1991-92,–
Nominal_GSDP_Series,Uttarakhand,1992-93,–
Nominal_GSDP_Series,Uttarakhand,1993-94,–
Nominal_GSDP_Series,Uttarakhand,1994-95,–
Nominal_GSDP_Series,Uttarakhand,1995-96,–
Nominal_GSDP_Series,Uttarakhand,1996-97,–
Nominal_GSDP_Series,Uttarakhand,1997-98,–
Nominal_GSDP_Series,Uttarakhand,1998-99,–
Nominal_GSDP_Series,Uttarakhand,1999-00,–
Nominal_GSDP_Series,Uttarakhand,2000-01,1110
Nominal_GSDP_Series,Uttarakhand,2001-02,3298
Nominal_GSDP_Series,Uttarakhand,2002-03,4848
Nominal_GSDP_Series,Uttarakhand,2003-04,6206
Nominal_GSDP_Series,Uttarakhand,2004-05,6366
Nominal_GSDP_Series,Uttarakhand,2005-06,7664
Nominal_GSDP_Series,Uttarakhand,2006-07,8516
Nominal_GSDP_Series,Uttarakhand,2007-08,9975
Nominal_GSDP_Series,Uttarakhand,2008-09,10888.79
Nominal_GSDP_Series,Uttarakhand,2009-10,13297.14
Nominal_GSDP_Series,Uttarakhand,2010-11,14009.97
Nominal_GSDP_Series,Uttarakhand,2011-12,16232.36
Nominal_GSDP_Series,Uttarakhand,2012-13,19216.41
Nominal_GSDP_Series,Uttarakhand,2013-14,21523.23
Nominal_GSDP_Series,Uttarakhand,2014-15 (RE),31455.8
Nominal_GSDP_Series,Uttarakhand,2015-16 (BE),31893.64
Nominal_GSDP_Series,West Bengal,1980-81,1552
Nominal_GSDP_Series,West Bengal,1981-82,1838
Nominal_GSDP_Series,West Bengal,1982-83,2072
Nominal_GSDP_Series,West Bengal,1983-84,2181
Nominal_GSDP_Series,West Bengal,1984-85,2738
Nominal_GSDP_Series,West Bengal,1985-86,2974
Nominal_GSDP_Series,West Bengal,1986-87,3508
Nominal_GSDP_Series,West Bengal,1987-88,3941
Nominal_GSDP_Series,West Bengal,1988-89,4279
Nominal_GSDP_Series,West Bengal,1989-90,4883
Nominal_GSDP_Series,West Bengal,1990-91,6028
Nominal_GSDP_Series,West Bengal,1991-92,6191
Nominal_GSDP_Series,West Bengal,1992-93,6646
Nominal_GSDP_Series,West Bengal,1993-94,7973
Nominal_GSDP_Series,West Bengal,1994-95,9283
Nominal_GSDP_Series,West Bengal,1995-96,10509
Nominal_GSDP_Series,West Bengal,1996-97,13032
Nominal_GSDP_Series,West Bengal,1997-98,13557
Nominal_GSDP_Series,West Bengal,1998-99,17153
Nominal_GSDP_Series,West Bengal,1999-00,22677
Nominal_GSDP_Series,West Bengal,2000-01,26741
Nominal_GSDP_Series,West Bengal,2001-02,28079
Nominal_GSDP_Series,West Bengal,2002-03,27716
Nominal_GSDP_Series,West Bengal,2003-04,38421
Nominal_GSDP_Series,West Bengal,2004-05,33494
Nominal_GSDP_Series,West Bengal,2005-06,40587
Nominal_GSDP_Series,West Bengal,2006-07,41203
Nominal_GSDP_Series,West Bengal,2007-08,46644
Nominal_GSDP_Series,West Bengal,2008-09,60933.12
Nominal_GSDP_Series,West Bengal,2009-10,68134.03
Nominal_GSDP_Series,West Bengal,2010-11,72962.17
Nominal_GSDP_Series,West Bengal,2011-12,83830.88
Nominal_GSDP_Series,West Bengal,2012-13,95357.5
Nominal_GSDP_Series,West Bengal,2013-14,108513.39
Nominal_GSDP_Series,West Bengal,2014-15 (RE),129647.46
Nominal_GSDP_Series,West Bengal,2015-16 (BE),138374
Nominal_GSDP_Series,Delhi,1980-81,–
Nominal_GSDP_Series,Delhi,1981-82,–
Nominal_GSDP_Series,Delhi,1982-83,–
Nominal_GSDP_Series,Delhi,1983-84,–
Nominal_GSDP_Series,Delhi,1984-85,–
Nominal_GSDP_Series,Delhi,1985-86,–
Nominal_GSDP_Series,Delhi,1986-87,–
Nominal_GSDP_Series,Delhi,1987-88,–
Nominal_GSDP_Series,Delhi,1988-89,–
Nominal_GSDP_Series,Delhi,1989-90,–
Nominal_GSDP_Series,Delhi,1990-91,–
Nominal_GSDP_Series,Delhi,1991-92,–
Nominal_GSDP_Series,Delhi,1992-93,–
Nominal_GSDP_Series,Delhi,1993-94,800
Nominal_GSDP_Series,Delhi,1994-95,2407
Nominal_GSDP_Series,Delhi,1995-96,2952
Nominal_GSDP_Series,Delhi,1996-97,3515
Nominal_GSDP_Series,Delhi,1997-98,4211
Nominal_GSDP_Series,Delhi,1998-99,4943
Nominal_GSDP_Series,Delhi,1999-00,5912
Nominal_GSDP_Series,Delhi,2000-01,7362
Nominal_GSDP_Series,Delhi,2001-02,8631
Nominal_GSDP_Series,Delhi,2002-03,10214
Nominal_GSDP_Series,Delhi,2003-04,11720
Nominal_GSDP_Series,Delhi,2004-05,12875
Nominal_GSDP_Series,Delhi,2005-06,11142
Nominal_GSDP_Series,Delhi,2006-07,12966
Nominal_GSDP_Series,Delhi,2007-08,18160
Nominal_GSDP_Series,Delhi,2008-09,20361.3
Nominal_GSDP_Series,Delhi,2009-10,24925.92
Nominal_GSDP_Series,Delhi,2010-11,25524.32
Nominal_GSDP_Series,Delhi,2011-12,26402.43
Nominal_GSDP_Series,Delhi,2012-13,29858.81
Nominal_GSDP_Series,Delhi,2013-14,34051.6
Nominal_GSDP_Series,Delhi,2014-15 (RE),34790
Nominal_GSDP_Series,Delhi,2015-16 (BE),41129
Nominal_GSDP_Series,Puducherry,1980-81,–
Nominal_GSDP_Series,Puducherry,1981-82,–
Nominal_GSDP_Series,Puducherry,1982-83,–
Nominal_GSDP_Series,Puducherry,1983-84,–
Nominal_GSDP_Series,Puducherry,1984-85,–
Nominal_GSDP_Series,Puducherry,1985-86,–
Nominal_GSDP_Series,Puducherry,1986-87,–
Nominal_GSDP_Series,Puducherry,1987-88,–
Nominal_GSDP_Series,Puducherry,1988-89,–
Nominal_GSDP_Series,Puducherry,1989-90,–
Nominal_GSDP_Series,Puducherry,1990-91,–
Nominal_GSDP_Series,Puducherry,1991-92,–
Nominal_GSDP_Series,Puducherry,1992-93,–
Nominal_GSDP_Series,Puducherry,1993-94,–
Nominal_GSDP_Series,Puducherry,1994-95,–
Nominal_GSDP_Series,Puducherry,1995-96,–
Nominal_GSDP_Series,Puducherry,1996-97,–
Nominal_GSDP_Series,Puducherry,1997-98,–
Nominal_GSDP_Series,Puducherry,1998-99,–
Nominal_GSDP_Series,Puducherry,1999-00,–
Nominal_GSDP_Series,Puducherry,2000-01,–
Nominal_GSDP_Series,Puducherry,2001-02,–
Nominal_GSDP_Series,Puducherry,2002-03,–
Nominal_GSDP_Series,Puducherry,2003-04,–
Nominal_GSDP_Series,Puducherry,2004-05,–
Nominal_GSDP_Series,Puducherry,2005-06,2173
Nominal_GSDP_Series,Puducherry,2006-07,2387
Nominal_GSDP_Series,Puducherry,2007-08,2588
Nominal_GSDP_Series,Puducherry,2008-09,2956.6
Nominal_GSDP_Series,Puducherry,2009-10,3585.83
Nominal_GSDP_Series,Puducherry,2010-11,4060.98
Nominal_GSDP_Series,Puducherry,2011-12,3756.01
Nominal_GSDP_Series,Puducherry,2012-13,3556.17
Nominal_GSDP_Series,Puducherry,2013-14,5050.33
Nominal_GSDP_Series,Puducherry,2014-15 (RE),5917.99
Nominal_GSDP_Series,Puducherry,2015-16 (BE),6431
Exp Category,State,Year,Value
Own_Tax_Revenues,Andhra Pradesh ,1980-81,1610
Own_Tax_Revenues,Andhra Pradesh ,1981-82,1831
Own_Tax_Revenues,Andhra Pradesh ,1982-83,1933
Own_Tax_Revenues,Andhra Pradesh ,1983-84,2588
Own_Tax_Revenues,Andhra Pradesh ,1984-85,3119
Own_Tax_Revenues,Andhra Pradesh ,1985-86,3413
Own_Tax_Revenues,Andhra Pradesh ,1986-87,4068
Own_Tax_Revenues,Andhra Pradesh ,1987-88,4294
Own_Tax_Revenues,Andhra Pradesh ,1988-89,5223
Own_Tax_Revenues,Andhra Pradesh ,1989-90,5768
Own_Tax_Revenues,Andhra Pradesh ,1990-91,6581
Own_Tax_Revenues,Andhra Pradesh ,1991-92,7758
Own_Tax_Revenues,Andhra Pradesh ,1992-93,8984
Own_Tax_Revenues,Andhra Pradesh ,1993-94,10541
Own_Tax_Revenues,Andhra Pradesh ,1994-95,12459
Own_Tax_Revenues,Andhra Pradesh ,1995-96,14301
Own_Tax_Revenues,Andhra Pradesh ,1996-97,16265
Own_Tax_Revenues,Andhra Pradesh ,1997-98,17745
Own_Tax_Revenues,Andhra Pradesh ,1998-99,21958
Own_Tax_Revenues,Andhra Pradesh ,1999-00,22767
Own_Tax_Revenues,Andhra Pradesh ,2000-01,28119
Own_Tax_Revenues,Andhra Pradesh ,2001-02,31074
Own_Tax_Revenues,Andhra Pradesh ,2002-03,34373
